instruction,hi_err,hi_corr
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,chotiyon,चोटियों
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,toliyon,टोलियों
Uccharan ko banaye rakhte hue Hindi lipi likhein:,nishthur,निष्ठुर
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,himagiri,हिमगिरि
Nimnlikhit paath ko Hindi lipi mein badlein:,lutaaya,लुटाया
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,lutaayaa,लुटाया
Write the Hindi script preserving the pronunciation:,lutaya,लुटाया
"Given the Hinglish word, provide its Hindi equivalent:",gharavaali,घरवाली
This is a transliteration task. Convert Hinglish to Hindi script:,gharvaali,घरवाली
Convert the following text into Hindi script:,gharwali,घरवाली
Convert this sentence from Hinglish phonetic text to Hindi:,gharwaali,घरवाली
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,sikhala,सिखला
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,bramhachaari,ब्रम्हचारी
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,mohobbat,मोहोब्बत
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,bithaana,बिठाना
Uccharan ko banaye rakhte hue Hindi lipi likhein:,bithana,बिठाना
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,pachis,पचीस
Nimnlikhit paath ko Hindi lipi mein badlein:,chumma,चुम्मा
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,chummaa,चुम्मा
Write the Hindi script preserving the pronunciation:,rozaana,रोज़ाना
"Given the Hinglish word, provide its Hindi equivalent:",aajamaaye,आजमाये
This is a transliteration task. Convert Hinglish to Hindi script:,lugaayi,लुगाई
Convert the following text into Hindi script:,lugaai,लुगाई
Convert this sentence from Hinglish phonetic text to Hindi:,maanav,मानव
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,bhojan,भोजन
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,jataane,जताने
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,jatane,जताने
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,phuulavaali,फूलवाली
Uccharan ko banaye rakhte hue Hindi lipi likhein:,chumme,चुम्मे
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,laayegi,लायेगी
Nimnlikhit paath ko Hindi lipi mein badlein:,jaayegi,ज़ायेगी
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,jaaduugarani,जादूगरनी
Write the Hindi script preserving the pronunciation:,jaadoogarni,जादूगरनी
"Given the Hinglish word, provide its Hindi equivalent:",yo,यो
This is a transliteration task. Convert Hinglish to Hindi script:,behoshiyaan,बेहोशियाँ
Convert the following text into Hindi script:,uuparavaale,ऊपरवाले
Convert this sentence from Hinglish phonetic text to Hindi:,rakhwale,रख्वले
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,dhadakaana,धड़काना
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,banaale,बनाले
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,daasi,दासी
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,daasee,दासी
Uccharan ko banaye rakhte hue Hindi lipi likhein:,daasii,दासी
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,ladaayin,लड़ाईं
Nimnlikhit paath ko Hindi lipi mein badlein:,uuparavaala,ऊपरवाला
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,uparavaalaa,ऊपरवाला
Write the Hindi script preserving the pronunciation:,himmatavaala,हिम्मतवाला
"Given the Hinglish word, provide its Hindi equivalent:",himmatwala,हिम्मतवाला
This is a transliteration task. Convert Hinglish to Hindi script:,thoda,ठोड़ा
Convert the following text into Hindi script:,thodaa,ठोड़ा
Convert this sentence from Hinglish phonetic text to Hindi:,sadaye,सदायें
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,sadayein,सदायें
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,sadaayen,सदायें
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,sadaayein,सदायें
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,layenge,लाएँगे
Uccharan ko banaye rakhte hue Hindi lipi likhein:,laayenge,लाएँगे
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,kaafile,क़ाफ़िले
Nimnlikhit paath ko Hindi lipi mein badlein:,qaafile,क़ाफ़िले
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,kafile,क़ाफ़िले
Write the Hindi script preserving the pronunciation:,garmiyon,गर्मियों
"Given the Hinglish word, provide its Hindi equivalent:",gharmiyon,गर्मियों
This is a transliteration task. Convert Hinglish to Hindi script:,sanjoye,संजोये
Convert the following text into Hindi script:,dhaya,ढाया
Convert this sentence from Hinglish phonetic text to Hindi:,dhaaya,ढाया
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,qaatib,क़ातिब
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,bad,बद
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,badd,बद
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,utaarein,उतारें
Uccharan ko banaye rakhte hue Hindi lipi likhein:,uthare,उतारें
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,muzzarraton,मुज़्ज़र्रतों
Nimnlikhit paath ko Hindi lipi mein badlein:,dumak,दुमक
Yeh ek lipyantaran kaarya hai. Hinglish ko Hindi lipi mein parivartit karein:,aashiyaan,आशियां
Write the Hindi script preserving the pronunciation:,chahachahaati,चहचहाती
"Given the Hinglish word, provide its Hindi equivalent:",bulabulein,बुलबुलें
This is a transliteration task. Convert Hinglish to Hindi script:,bulbule,बुलबुलें
Convert the following text into Hindi script:,ghup,घुप
Convert this sentence from Hinglish phonetic text to Hindi:,chhupo,छुपो
उच्चारण को बनाए रखते हुए हिंदी लिपि लिखें:,baanki,बाँकि
दिए गए हिंग्लिश शब्द का हिंदी समानार्थक प्रदान करें:,milaakar,मिलाकर
यह एक लिप्यंतरण कार्य है। हिंग्लिश को हिंदी लिपि में बदलें:,milakar,मिलाकर
निम्नलिखित शब्द को हिंदी लिपि में बदलें:,dilaara,दिलारा
Uccharan ko banaye rakhte hue Hindi lipi likhein:,bichhude,बिछुड़े
Diye gaye Hinglish shabd ka Hindi samanarthak pradan karein:,bichhade,बिछुड़े
Nimnlikhit paath ko Hindi lipi mein badlein:,kismaton,किस्मतों
